,sentence_id,words,labels,ner_tags
21382,6306,gst,O,0
21383,6306,6,O,0
21384,6307,rounding,O,0
21385,6307,adjustment,O,0
21386,6308,rounded,O,0
21387,6308,total,O,0
21388,6308,rm,O,0
21389,6316,advanco,B-ORG,1
21390,6316,company,I-ORG,2
21391,6327,company,I-ORG,2
21392,6327,reg,O,0
21393,6327,no,B-ADD,3
21394,6327,7251,O,0
21395,6327,86v,O,0
21396,6336,no,B-ADD,3
21397,6336,13,I-ADD,4
21398,6336,jalan,I-ADD,4
21399,6336,delima,I-ADD,4
21400,6336,12,I-ADD,4
21401,6337,link,I-ADD,4
21402,6337,maju,I-ADD,4
21403,6338,53300,I-ADD,4
21404,6338,kuala,I-ADD,4
21405,6338,lumpur,I-ADD,4
21406,6339,0341318972,O,0
21407,6340,gst,O,0
21408,6340,reg,O,0
21409,6340,001658445824,O,0
21410,6341,tax,O,0
21411,6341,invoice,O,0
21412,6342,cbh,O,0
21413,6342,289720,O,0
21414,6342,171012018,O,0
21415,6342,4,O,0
21416,6342,2153,O,0
21417,6317,m,O,0
21418,6317,m2g,O,0
21419,6318,cashier,O,0
21420,6318,c2000,O,0
21421,6319,qty,O,0
21422,6319,cescrinten,O,0
21423,6319,frice,O,0
21424,6319,totai,O,0
21425,6320,unicornzocm,O,0
21426,6320,hale,O,0
21427,6320,white,O,0
21428,6320,rulef,O,0
21429,6320,sr,O,0
21430,6321,1,O,0
21431,6321,a15961,O,0
21432,6321,8g,O,0
21433,6321,020,O,0
21434,6322,cbes217,O,0
21435,6322,cbe,O,0
21436,6322,7,O,0
21437,6322,scissaks,O,0
21438,6322,20mm,O,0
21439,6322,sr,O,0
21440,6323,1,O,0
21441,6323,a27269,O,0
21442,6323,20,O,0
21443,6323,620,O,0
21444,6324,type,O,0
21445,6324,total,O,0
21446,6324,ee,O,0
21447,6324,700,B-TOT,7
21448,6325,rownsig,O,0
21449,6325,ac,O,0
21450,6325,ieee,O,0
21451,6325,eemmnc,O,0
21452,6325,co,O,0
21453,6326,total,O,0
21454,6326,inclusive,O,0
21455,6326,gst,O,0
21456,6326,700,B-TOT,7
21457,6328,cash,O,0
21458,6328,5000,O,0
21459,6329,change,O,0
21460,6329,4300,O,0
21461,6330,gst,O,0
21462,6330,summary,O,0
21463,6331,bcote,O,0
21464,6331,ge,O,0
21465,6331,netantae,O,0
21466,6332,total,O,0
21467,6332,siati,O,0
21468,6332,sc,O,0
21469,6332,ssc7200,O,0
21470,6333,thank,O,0
21471,6333,you,O,0
21472,6333,please,O,0
21473,6333,come,O,0
21474,6333,again,O,0
21475,6334,goods,O,0
21476,6334,sold,O,0
21477,6334,are,O,0
21478,6334,not,O,0
21479,6334,retumable,O,0
21480,6334,for,O,0
21481,6334,refund,O,0
21482,6334,or,O,0
21483,6335,exchange,O,0
21484,6343,qoner,O,0
21485,6343,a,O,0
21486,6343,icks,O,0
21487,6343,saersen,O,0
21488,6354,tkano,O,0
21489,6354,handel,B-ORG,1
21490,6354,son,O,0
21491,6354,bhd,B-ORG,1
21492,6361,1074617k,O,0
21493,6362,ikea,O,0
21494,6362,cheras,O,0
21495,6363,no,B-ADD,3
21496,6363,2a,I-ADD,4
21497,6363,jalan,I-ADD,4
21498,6363,cochrane,I-ADD,4
21499,6364,taman,I-ADD,4
21500,6364,maluri,I-ADD,4
21501,6365,55100,I-ADD,4
21502,6365,kuala,I-ADD,4
21503,6365,lumpur,I-ADD,4
21504,6366,gst,O,0
21505,6366,no,B-ADD,3
21506,6366,000115154944,O,0
21507,6367,slip,O,0
21508,6367,000000010900071,O,0
21509,6344,ite,O,0
21510,6344,250418,B-TIM,5
21511,6345,1106,O,0
21512,6346,trans,O,0
21513,6346,409712949,O,0
21514,6346,he,O,0
21515,6346,95897,O,0
21516,6347,description,O,0
21517,6347,amount,O,0
21518,6347,tx,O,0
21519,6348,sbrggg00,O,0
21520,6348,6,O,0
21521,6348,chicken,O,0
21522,6348,cury,O,0
21523,6348,puff,O,0
21524,6349,4,O,0
21525,6349,bag,O,0
21526,6349,2200,B-TOT,7
21527,6350,total,O,0
21528,6350,ra,O,0
21529,6350,including,O,0
21530,6350,gst,O,0
21531,6350,6x,O,0
21532,6350,2200,B-TOT,7
21533,6351,rounding,O,0
21534,6351,ad,O,0
21535,6351,000,O,0
21536,6352,total,O,0
21537,6352,rounded,O,0
21538,6352,2200,B-TOT,7
21539,6353,cash,O,0
21540,6353,2200,B-TOT,7
21541,6355,gst,O,0
21542,6355,sr,O,0
21543,6355,oh,O,0
21544,6355,2200,B-TOT,7
21545,6355,125,O,0
21546,6356,amt,O,0
21547,6356,excl,O,0
21548,6356,gst,O,0
21549,6356,2076,O,0
21550,6357,thank,O,0
21551,6357,you,O,0
21552,6357,please,O,0
21553,6357,cone,O,0
21554,6357,again,O,0
21555,6358,approved,O,0
21556,6358,kon,O,0
21557,6359,by,O,0
21558,6359,date,O,0
21559,6360,zoye,O,0
21560,6368,sarang,O,0
21561,6368,hae,O,0
21562,6368,yo,O,0
21563,6379,trendymax,B-ORG,1
21564,6379,m,I-ORG,2
21565,6379,sdn,I-ORG,2
21566,6379,bhd,I-ORG,2
21567,6390,company,O,0
21568,6390,reg,O,0
21569,6390,no,O,0
21570,6390,583246a,O,0
21571,6401,p6,B-ADD,3
21572,6401,block,I-ADD,4
21573,6401,c,I-ADD,4
21574,6401,gm,I-ADD,4
21575,6401,wholesale,I-ADD,4
21576,6401,city,I-ADD,4
21577,6402,jalan,I-ADD,4
21578,6402,kasuarina,I-ADD,4
21579,6402,1,I-ADD,4
21580,6403,41200,I-ADD,4
21581,6403,selangor,I-ADD,4
21582,6403,de,I-ADD,4
21583,6404,whatsapp,O,0
21584,6404,60125060668,O,0
21585,6405,wwwsaranghaeyocom,O,0
21586,6406,gst,O,0
21587,6406,reg,O,0
21588,6406,000384098304,O,0
21589,6369,tax,O,0
21590,6369,invoice,O,0
21591,6370,cb,O,0
21592,6370,gm346792,O,0
21593,6370,15012018,B-TIM,5
21594,6370,14836,O,0
21595,6370,pm,O,0
21596,6371,cashier,O,0
21597,6371,woo1,O,0
21598,6371,erah,O,0
21599,6371,c6,O,0
21600,6372,remarks,O,0
21601,6373,qty,O,0
21602,6373,description,O,0
21603,6373,price,O,0
21604,6373,disc,O,0
21605,6373,total,O,0
21606,6374,1,B-ADD,3
21607,6374,ms,O,0
21608,6374,000,O,0
21609,6374,sr,O,0
21610,6375,loyalty,O,0
21611,6376,package,O,0
21612,6377,10,O,0
21613,6377,ibrom,O,0
21614,6377,26010,O,0
21615,6377,sr,O,0
21616,6378,iron,O,0
21617,6378,basket,O,0
21618,6380,round,O,0
21619,6380,27,O,0
21620,6380,25,O,0
21621,6381,12,O,0
21622,6381,aor5058,O,0
21623,6381,500,O,0
21624,6381,600,O,0
21625,6381,5400sr,O,0
21626,6382,50mm,O,0
21627,6382,pull,O,0
21628,6383,flower,O,0
21629,6384,ribbon,O,0
21630,6385,1,B-ADD,3
21631,6385,qc2018,O,0
21632,6385,sr,O,0
21633,6386,horse,O,0
21634,6387,calendar,O,0
21635,6388,2018,O,0
21636,6389,total,O,0
21637,6389,32910,B-TOT,7
21638,6391,rounding,O,0
21639,6391,ad,O,0
21640,6391,jie,O,0
21641,6391,eae,O,0
21642,6391,soe,O,0
21643,6391,ae,O,0
21644,6392,total,O,0
21645,6392,inclusive,O,0
21646,6392,gst,O,0
21647,6392,32910,B-TOT,7
21648,6393,visa,O,0
21649,6393,32910,B-TOT,7
21650,6394,gst,O,0
21651,6394,summary,O,0
21652,6395,net,O,0
21653,6395,amt,O,0
21654,6395,co,O,0
21655,6395,total,O,0
21656,6395,a6,O,0
21657,6396,rinee,O,0
21658,6396,amelia,O,0
21659,6396,zakaria,O,0
21660,6397,shy32516,O,0
21661,6398,points,O,0
21662,6398,310,O,0
21663,6399,thank,O,0
21664,6399,you,O,0
21665,6399,please,O,0
21666,6399,come,O,0
21667,6399,again,O,0
21668,6400,goods,O,0
21669,6400,sold,O,0
21670,6400,are,O,0
21671,6400,not,O,0
21672,6400,returnable,O,0
21673,6400,for,O,0
21674,6400,refund,O,0
21675,6400,or,O,0
21676,6400,exchange,O,0
21677,6407,,O,0
21678,6418,at,O,0
21679,6429,print,B-ORG,1
21680,6429,expert,I-ORG,2
21681,6429,sdn,I-ORG,2
21682,6429,bhd,I-ORG,2
21683,6429,a,O,0
21684,6430,989625a,O,0
21685,6431,no,B-ADD,3
21686,6431,18,I-ADD,4
21687,6431,20,I-ADD,4
21688,6431,22,I-ADD,4
21689,6431,jalan,I-ADD,4
21690,6431,bunga,I-ADD,4
21691,6431,tanjong,I-ADD,4
21692,6431,216,I-ADD,4
21693,6431,2,O,0
21694,6432,40000,B-ADD,3
21695,6432,shah,I-ADD,4
21696,6432,alam,I-ADD,4
21697,6432,selangor,I-ADD,4
21698,6433,tel,O,0
21699,6433,0355250588,O,0
21700,6434,fax,O,0
21701,6434,0355107309,O,0
21702,6435,bea,O,0
21703,6435,gstid,O,0
21704,6435,000886677504,O,0
21705,6435,bre,O,0
21706,6435,cote,O,0
21707,6408,doc,O,0
21708,6408,no,B-ADD,3
21709,6408,000046284,O,0
21710,6408,dept,O,0
21711,6408,oo,O,0
21712,6409,cashier,O,0
21713,6409,user,O,0
21714,6409,date,O,0
21715,6409,12012018,B-TIM,5
21716,6410,occ,O,0
21717,6410,to,O,0
21718,6410,cua,O,0
21719,6410,athirah,O,0
21720,6410,time,O,0
21721,6410,163200,O,0
21722,6410,au,O,0
21723,6411,description,O,0
21724,6411,gly,O,0
21725,6411,price,O,0
21726,6411,amount,O,0
21727,6411,j,O,0
21728,6412,design,O,0
21729,6412,1,O,0
21730,6413,foamboard,O,0
21731,6413,91x46cm,O,0
21732,6413,3,O,0
21733,6413,63,O,0
21734,6413,60,O,0
21735,6413,19080,O,0
21736,6414,design,O,0
21737,6414,2,O,0
21738,6414,3180,O,0
21739,6414,6360,O,0
21740,6415,rollup,O,0
21741,6415,bunting,O,0
21742,6415,2,O,0
21743,6415,17808,O,0
21744,6415,35616,O,0
21745,6416,design,O,0
21746,6416,1,O,0
21747,6417,flyers,O,0
21748,6417,100,O,0
21749,6417,073,O,0
21750,6417,7314,O,0
21751,6419,deposit,O,0
21752,6419,gs00489793,O,0
21753,6419,1,O,0
21754,6419,s,O,0
21755,6420,total,O,0
21756,6420,qty,O,0
21757,6420,110,O,0
21758,6420,mw,O,0
21759,6421,gn,O,0
21760,6422,total,O,0
21761,6422,sales,O,0
21762,6422,excluding,O,0
21763,6422,gst,O,0
21764,6422,9434,O,0
21765,6423,discount,O,0
21766,6423,000,O,0
21767,6423,e,O,0
21768,6424,total,O,0
21769,6424,gst,O,0
21770,6424,566,O,0
21771,6425,rounding,O,0
21772,6425,000,O,0
21773,6426,total,O,0
21774,6426,sales,O,0
21775,6426,i,O,0
21776,6426,clusive,O,0
21777,6426,of,O,0
21778,6426,gst,O,0
21779,6426,10000,B-TOT,7
21780,6427,thank,O,0
21781,6427,you,O,0
21782,6427,have,O,0
21783,6427,a,O,0
21784,6427,nice,O,0
21785,6427,day,O,0
21786,6427,i,O,0
21787,6428,,O,0
21788,6436,print,B-ORG,1
21789,6436,expert,I-ORG,2
21790,6436,sdn,I-ORG,2
21791,6436,bhd,I-ORG,2
21792,6447,989625a,O,0
21793,6458,no,B-ADD,3
21794,6458,18,I-ADD,4
21795,6458,20,I-ADD,4
21796,6458,22,I-ADD,4
21797,6458,jalan,I-ADD,4
21798,6458,bunga,I-ADD,4
21799,6458,tanjong,I-ADD,4
21800,6458,216,I-ADD,4
21801,6459,40600,O,0
21802,6459,shah,B-ADD,3
21803,6459,alam,I-ADD,4
21804,6459,selangor,I-ADD,4
21805,6460,tel,O,0
21806,6460,0355250588,O,0
21807,6461,gst,O,0
21808,6461,id,O,0
21809,6461,000886677504,O,0
21810,6462,ae,O,0
21811,6462,tax,O,0
21812,6462,a,O,0
21813,6462,i,O,0
21814,6463,receipt,O,0
21815,6463,0048981,O,0
21816,6463,table,O,0
21817,6463,13,O,0
21818,6464,statf,O,0
21819,6464,elyn,O,0
21820,6464,date,O,0
21821,6464,12012018,B-TIM,5
21822,6437,cashier,O,0
21823,6437,user,O,0
21824,6437,time,O,0
21825,6437,1657,O,0
21826,6437,00,O,0
21827,6438,doscription,O,0
21828,6438,qty,O,0
21829,6438,prico,O,0
21830,6438,amt,O,0
21831,6438,tax,O,0
21832,6439,aa,O,0
21833,6439,clr,O,0
21834,6439,copy,O,0
21835,6439,8,O,0
21836,6439,063,O,0
21837,6439,424,O,0
21838,6439,sr,O,0
21839,6440,total,O,0
21840,6440,424,O,0
21841,6441,,O,0
21842,6442,folal,O,0
21843,6442,sales,O,0
21844,6442,exciuding,O,0
21845,6442,gst,O,0
21846,6442,400,O,0
21847,6443,discount,O,0
21848,6443,000,O,0
21849,6444,service,O,0
21850,6444,charge,O,0
21851,6444,000,O,0
21852,6445,otal,O,0
21853,6445,gst,O,0
21854,6445,624,O,0
21855,6446,rounding,O,0
21856,6446,001,O,0
21857,6448,total,O,0
21858,6448,sales,O,0
21859,6448,inclusive,O,0
21860,6448,of,O,0
21861,6448,gst,O,0
21862,6448,425,B-TOT,7
21863,6449,cash,O,0
21864,6449,430,O,0
21865,6450,change,O,0
21866,6450,005,O,0
21867,6451,gstsummary,O,0
21868,6452,coda,O,0
21869,6452,a,O,0
21870,6452,ee,O,0
21871,6452,rm,O,0
21872,6453,sr,O,0
21873,6453,024,O,0
21874,6454,indicated,O,0
21875,6454,this,O,0
21876,6454,tax,O,0
21877,6454,code,O,0
21878,6455,charges,O,0
21879,6456,goods,O,0
21880,6456,sold,O,0
21881,6456,are,O,0
21882,6456,returnable,O,0
21883,6456,at,O,0
21884,6456,em,O,0
21885,6457,raul,O,0
21886,6457,crt,O,0
21887,6457,on,O,0
21888,6457,anne,O,0
21889,6457,te,O,0
21890,6457,tear,O,0
21891,6457,monmere,O,0
21892,6465,popular,B-ORG,1
21893,6465,book,I-ORG,2
21894,6476,co,I-ORG,2
21895,6476,m,I-ORG,2
21896,6476,sdn,I-ORG,2
21897,6476,bhd,I-ORG,2
21898,6487,co,I-ORG,2
21899,6487,no,I-ADD,4
21900,6487,113825w,O,0
21901,6490,gst,O,0
21902,6490,ree,O,0
21903,6490,no,B-ADD,3
21904,6490,901492992000,O,0
21905,6491,no,B-ADD,3
21906,6491,8,I-ADD,4
21907,6491,jalan,I-ADD,4
21908,6491,7118b,I-ADD,4
21909,6491,desa,I-ADD,4
21910,6491,tun,I-ADD,4
21911,6491,kazak,O,0
21912,6492,56000,B-ADD,3
21913,6492,kuala,I-ADD,4
21914,6492,lunpur,O,0
21915,6492,malaysia,B-ADD,3
21916,6493,aeon,O,0
21917,6493,shah,O,0
21918,6493,alam,O,0
21919,6494,tel,O,0
21920,6494,0355235214,O,0
21921,6495,240118,B-TIM,5
21922,6495,1614,O,0
21923,6495,slip,O,0
21924,6495,no,B-ADD,3
21925,6495,3020178503,O,0
21926,6466,tasha,O,0
21927,6466,trans,O,0
21928,6466,192915,O,0
21929,6467,description,O,0
21930,6467,amount,O,0
21931,6468,pb,O,0
21932,6468,shtp,O,0
21933,6468,iih,O,0
21934,6468,ad,O,0
21935,6468,50s,O,0
21936,6468,1690,O,0
21937,6468,t,O,0
21938,6469,no,B-ADD,3
21939,6469,plastic,O,0
21940,6469,bag,O,0
21941,6469,campai,O,0
21942,6469,die,O,0
21943,6469,ome,O,0
21944,6470,issue,O,0
21945,6470,spring,O,0
21946,6470,ingot,O,0
21947,6470,rm,O,0
21948,6471,pb,O,0
21949,6471,2,O,0
21950,6471,rfile,O,0
21951,6471,ad,O,0
21952,6471,40mm,O,0
21953,6472,2pc,O,0
21954,6472,799,O,0
21955,6472,1598,O,0
21956,6472,t,O,0
21957,6473,statbuy,O,0
21958,6473,2erm,O,0
21959,6473,13,O,0
21960,6473,2,O,0
21961,6473,98,O,0
21962,6474,total,O,0
21963,6474,rm,O,0
21964,6474,incl,O,0
21965,6474,of,O,0
21966,6474,gst,O,0
21967,6474,0,O,0
21968,6474,10,O,0
21969,6475,cash,O,0
21970,6475,4910,O,0
21971,6477,change,O,0
21972,6477,10,O,0
21973,6477,00,O,0
21974,6478,item,O,0
21975,6478,count,O,0
21976,6478,5,O,0
21977,6479,gst,O,0
21978,6479,summary,O,0
21979,6479,amount,O,0
21980,6479,ri,O,0
21981,6479,tax,O,0
21982,6479,crm,O,0
21983,6480,t,O,0
21984,6480,6,O,0
21985,6480,28,O,0
21986,6480,39,O,0
21987,6480,leal,O,0
21988,6481,z,O,0
21989,6481,0,O,0
21990,6481,000,O,0
21991,6481,9,O,0
21992,6481,06,O,0
21993,6482,total,O,0
21994,6482,savings,O,0
21995,6482,2,O,0
21996,6482,98,O,0
21997,6483,be,O,0
21998,6483,a,O,0
21999,6483,popular,B-ORG,1
22000,6483,cari,O,0
22001,6483,member,O,0
22002,6484,and,O,0
22003,6484,enjoy,O,0
22004,6484,special,O,0
22005,6484,discounts,O,0
22006,6485,thank,O,0
22007,6485,you,O,0
22008,6485,please,O,0
22009,6485,come,O,0
22010,6485,auain,O,0
22011,6486,www,O,0
22012,6486,popular,B-ORG,1
22013,6486,com,O,0
22014,6486,my,O,0
22015,6488,buy,O,0
22016,6488,chinese,O,0
22017,6488,books,O,0
22018,6488,online,O,0
22019,6489,www,O,0
22020,6489,popularonl,O,0
22021,6489,ine,O,0
22022,6489,con,O,0
22023,6489,my,O,0
22024,6496,popular,B-ORG,1
22025,6496,book,I-ORG,2
22026,6507,co,I-ORG,2
22027,6507,m,I-ORG,2
22028,6507,sdn,I-ORG,2
22029,6507,bhd,I-ORG,2
22030,6518,co,I-ORG,2
22031,6518,no,I-ADD,4
22032,6518,113824,O,0
22033,6528,gst,O,0
22034,6528,reg,O,0
22035,6528,no,B-ADD,3
22036,6528,001492992506,O,0
22037,6529,no,B-ADD,3
22038,6529,8,I-ADD,4
22039,6529,jalan,I-ADD,4
22040,6529,71186,O,0
22041,6529,desa,B-ADD,3
22042,6529,tun,I-ADD,4
22043,6529,kazak,O,0
22044,6530,56000,B-ADD,3
22045,6530,kuala,I-ADD,4
22046,6530,luapur,O,0
22047,6530,malaysia,B-ADD,3
22048,6531,aeon,O,0
22049,6531,shah,O,0
22050,6531,ajlam,O,0
22051,6532,te,O,0
22052,6532,lemo,O,0
22053,6532,sooo,O,0
22054,6532,koo,O,0
22055,6533,270218,B-TIM,5
22056,6533,2122,O,0
22057,6533,slip,O,0
22058,6533,no,B-ADD,3
22059,6533,8020188757,O,0
22060,6497,tasha,O,0
22061,6497,trans,O,0
22062,6497,204002,O,0
22063,6498,member,O,0
22064,6498,card,O,0
22065,6498,no,B-ADD,3
22066,6498,100101666884,O,0
22067,6499,card,O,0
22068,6499,expiry,O,0
22069,6499,310518,O,0
22070,6500,neseription,O,0
22071,6500,amcunt,O,0
22072,6501,document,O,0
22073,6501,hol,O,0
22074,6501,ad,O,0
22075,6501,1456ayra,O,0
22076,6502,2pc,O,0
22077,6502,9,O,0
22078,6502,115,O,0
22079,6502,230,O,0
22080,6502,t,O,0
22081,6503,member,O,0
22082,6503,discount,O,0
22083,6503,0,O,0
22084,6503,24,O,0
22085,6504,pb,O,0
22086,6504,pvc,O,0
22087,6504,ad,O,0
22088,6504,lflo,O,0
22089,6504,pba4l25,O,0
22090,6505,zec,O,0
22091,6505,390,O,0
22092,6505,780,O,0
22093,6505,t,O,0
22094,6506,menber,O,0
22095,6506,discount,O,0
22096,6506,0,O,0
22097,6506,78,O,0
22098,6508,canon,O,0
22099,6508,cal,O,0
22100,6508,as120v,O,0
22101,6508,grey,O,0
22102,6508,2990,O,0
22103,6508,t,O,0
22104,6509,menber,O,0
22105,6509,discount,O,0
22106,6509,2,O,0
22107,6509,99,O,0
22108,6510,nasi,O,0
22109,6510,apri6seashore,O,0
22110,6510,bk,O,0
22111,6510,500,O,0
22112,6510,z,O,0
22113,6511,total,O,0
22114,6511,rm,O,0
22115,6511,incl,O,0
22116,6511,of,O,0
22117,6511,gst,O,0
22118,6511,4099,O,0
22119,6512,rounding,O,0
22120,6512,adi,O,0
22121,6512,9,O,0
22122,6512,01,O,0
22123,6513,total,O,0
22124,6513,rh,O,0
22125,6513,4100,B-TOT,7
22126,6514,cash,O,0
22127,6514,51,O,0
22128,6514,00,O,0
22129,6515,cea,O,0
22130,6515,1000,O,0
22131,6516,tem,O,0
22132,6516,count,O,0
22133,6516,6,O,0
22134,6517,gst,O,0
22135,6517,summary,O,0
22136,6517,amount,O,0
22137,6517,r4,O,0
22138,6517,tax,O,0
22139,6517,crm,O,0
22140,6519,t,O,0
22141,6519,6,O,0
22142,6519,3395,O,0
22143,6519,204,O,0
22144,6520,z,O,0
22145,6520,oe,O,0
22146,6520,500,O,0
22147,6520,000,O,0
22148,6521,total,O,0
22149,6521,ses,O,0
22150,6521,4,O,0
22151,6521,01,O,0
22152,6522,be,O,0
22153,6522,a,O,0
22154,6522,popular,B-ORG,1
22155,6522,cari,O,0
22156,6522,member,O,0
22157,6523,and,O,0
22158,6523,enjoy,O,0
22159,6523,special,O,0
22160,6523,discounts,O,0
22161,6524,thank,O,0
22162,6524,you,O,0
22163,6524,please,O,0
22164,6524,dome,O,0
22165,6524,again,O,0
22166,6525,www,O,0
22167,6525,popular,B-ORG,1
22168,6525,com,O,0
22169,6525,my,O,0
22170,6526,buy,O,0
22171,6526,chinese,O,0
22172,6526,books,O,0
22173,6526,online,O,0
22174,6527,www,O,0
22175,6527,popularonl,O,0
22176,6527,ine,O,0
22177,6527,com,O,0
22178,6527,my,O,0
22179,6534,popular,B-ORG,1
22180,6534,book,I-ORG,2
22181,6545,co,I-ORG,2
22182,6545,m,I-ORG,2
22183,6545,sdn,I-ORG,2
22184,6545,bhd,I-ORG,2
22185,6556,co,I-ORG,2
22186,6556,no,I-ADD,4
22187,6556,113825w,O,0
22188,6557,gst,O,0
22189,6557,reg,O,0
22190,6557,no,B-ADD,3
22191,6557,001492992000,O,0
22192,6558,no,B-ADD,3
22193,6558,8,I-ADD,4
22194,6558,jalan,I-ADD,4
22195,6558,71188,O,0
22196,6558,desa,B-ADD,3
22197,6558,tun,I-ADD,4
22198,6558,razak,I-ADD,4
22199,6559,56000,I-ADD,4
22200,6559,kuala,I-ADD,4
22201,6559,lumpur,I-ADD,4
22202,6559,malaysia,I-ADD,4
22203,6560,empire,O,0
22204,6560,shopping,O,0
22205,6560,gallery,O,0
22206,6561,tel,O,0
22207,6561,0356319320,O,0
22208,6562,050318,B-TIM,5
22209,6562,1,O,0
22210,6562,1502,O,0
22211,6562,slip,O,0
22212,6562,no,B-ADD,3
22213,6562,1010104759,O,0
22214,6535,li,O,0
22215,6535,fong,O,0
22216,6535,trans,O,0
22217,6535,104610,O,0
22218,6536,member,O,0
22219,6536,card,O,0
22220,6536,no,B-ADD,3
22221,6536,1001016668849,O,0
22222,6537,card,O,0
22223,6537,ext,O,0
22224,6537,310518,O,0
22225,6538,mesaalabion,O,0
22226,6538,amount,O,0
22227,6539,sc,O,0
22228,6539,acr,O,0
22229,6539,frame,O,0
22230,6539,s103m,O,0
22231,6540,pc,O,0
22232,6540,550,O,0
22233,6540,1100,O,0
22234,6540,t,O,0
22235,6541,poate,O,0
22236,6541,deon,O,0
22237,6541,a,O,0
22238,6541,at,O,0
22239,6542,total,O,0
22240,6542,rm,O,0
22241,6542,incl,O,0
22242,6542,of,O,0
22243,6542,gst,O,0
22244,6542,990,B-TOT,7
22245,6543,cash,O,0
22246,6543,20,O,0
22247,6543,00,O,0
22248,6544,change,O,0
22249,6544,1010,O,0
22250,6546,item,O,0
22251,6546,count,O,0
22252,6546,2,O,0
22253,6547,gst,O,0
22254,6547,summary,O,0
22255,6547,amount,O,0
22256,6547,tax,O,0
22257,6548,t,O,0
22258,6548,6,O,0
22259,6548,9,O,0
22260,6548,34,O,0
22261,6548,056,O,0
22262,6549,total,O,0
22263,6549,saving,O,0
22264,6549,110,O,0
22265,6550,be,O,0
22266,6550,a,O,0
22267,6550,popular,B-ORG,1
22268,6550,card,O,0
22269,6550,member,O,0
22270,6551,and,O,0
22271,6551,enjoy,O,0
22272,6551,special,O,0
22273,6551,discounts,O,0
22274,6552,thank,O,0
22275,6552,you,O,0
22276,6552,please,O,0
22277,6552,come,O,0
22278,6552,again,O,0
22279,6553,www,O,0
22280,6553,popular,B-ORG,1
22281,6553,com,O,0
22282,6553,my,O,0
22283,6554,buy,O,0
22284,6554,chinese,O,0
22285,6554,books,O,0
22286,6554,online,O,0
22287,6555,www,O,0
22288,6555,popularon,O,0
22289,6555,ine,O,0
22290,6555,com,O,0
22291,6555,ny,O,0
22292,6563,boon,B-ORG,1
22293,6563,seng,I-ORG,2
22294,6563,paper,I-ORG,2
22295,6563,sdn,I-ORG,2
22296,6563,bhd,I-ORG,2
22297,6563,1248717w,O,0
22298,6574,12,B-ADD,3
22299,6574,jalan,I-ADD,4
22300,6574,bunga,I-ADD,4
22301,6574,tanjung,O,0
22302,6576,216,O,0
22303,6576,seksyen,B-ADD,3
22304,6576,2,O,0
22305,6577,40000,O,0
22306,6577,shah,B-ADD,3
22307,6577,alam,I-ADD,4
22308,6577,selangor,I-ADD,4
22309,6578,tel,O,0
22310,6578,fax,O,0
22311,6579,gst,O,0
22312,6579,id,O,0
22313,6579,001005957120,O,0
22314,6580,tax,O,0
22315,6580,invoice,O,0
22316,6581,no,O,0
22317,6581,cs1803190015,O,0
22318,6582,qty,O,0
22319,6582,rm,O,0
22320,6582,tax,O,0
22321,6564,tape,O,0
22322,6564,250,O,0
22323,6564,12,B-ADD,3
22324,6564,3000,O,0
22325,6564,sr,O,0
22326,6565,total,O,0
22327,6565,amt,O,0
22328,6565,incl,O,0
22329,6565,gst,O,0
22330,6565,6,O,0
22331,6565,3180,B-TOT,7
22332,6566,rounding,O,0
22333,6566,adjustment,O,0
22334,6566,000,O,0
22335,6567,total,O,0
22336,6567,amt,O,0
22337,6567,payable,O,0
22338,6567,3180,B-TOT,7
22339,6568,paid,O,0
22340,6568,amount,O,0
22341,6568,3180,B-TOT,7
22342,6569,change,O,0
22343,6569,000,O,0
22344,6570,total,O,0
22345,6570,qty,O,0
22346,6570,tender,O,0
22347,6570,12,B-ADD,3
22348,6571,deposit,O,0
22349,6572,thank,O,0
22350,6572,you,O,0
22351,6573,goods,O,0
22352,6573,sold,O,0
22353,6573,are,O,0
22354,6573,not,O,0
22355,6573,returnable,O,0
22356,6575,19032018,B-TIM,5
22357,6575,10143,O,0
22358,6575,pm,O,0
22359,6583,relais,B-ORG,1
22360,6583,total,I-ORG,2
22361,6583,qulmes,O,0
22362,6589,autorouie,O,0
22363,6589,rabat,B-ADD,3
22364,6589,meknes,I-ADD,4
22365,6590,15000,I-ADD,4
22366,6590,khemisset,I-ADD,4
22367,6591,tel,O,0
22368,6591,0522956666,O,0
22369,6592,le,O,0
22370,6592,30032018,B-TIM,5
22371,6592,a,O,0
22372,6592,1236,O,0
22373,6592,v201855892catssier,O,0
22374,6592,1,O,0
22375,6592,c,O,0
22376,6593,b39,O,0
22377,6593,a,O,0
22378,6593,ue,O,0
22379,6593,say,O,0
22380,6593,dyn,O,0
22381,6594,cafe,O,0
22382,6594,creme,O,0
22383,6594,1200,O,0
22384,6594,2,O,0
22385,6594,2400,O,0
22386,6595,cafe,O,0
22387,6595,expresso,O,0
22388,6595,1000,O,0
22389,6595,2,O,0
22390,6595,2000,O,0
22391,6596,chocolat,O,0
22392,6596,chaud,O,0
22393,6584,total,B-ORG,1
22394,6584,facture,O,0
22395,6584,5600,B-TOT,7
22396,6584,dh,O,0
22397,6585,regle,O,0
22398,6585,par,O,0
22399,6585,espece,O,0
